order_id,payment_sequential,payment_type,payment_type,payment_value
2377666,1,boleto,credit_card,1420
2377667,1,boleto,cash,1420
2377668,1,credit_card,credit_card,1420
2377669,1,credit_card,cash,1420
2377670,1,credit_card,credit_card,1420
2377671,1,boleto,credit_card,1420
2377672,1,credit_card,credit_card,1420
2377673,1,credit_card,credit_card,1420
2377674,1,credit_card,credit_card,1420
2377675,1,boleto,credit_card,1420
2377676,1,credit_card,coupons,1420
2377677,1,credit_card,cash,1420
2377678,1,credit_card,credit_card,1420
2377679,1,credit_card,credit_card,1420
2377680,1,credit_card,credit_card,1420
2377681,1,credit_card,credit_card,1420
2377682,1,credit_card,cash,1420
2377683,1,credit_card,credit_card,1420
2377684,1,credit_card,cash,1420
2377685,1,credit_card,credit_card,1420
2377686,1,credit_card,credit_card,1420
2377687,1,credit_card,credit_card,1420
2377688,1,credit_card,credit_card,1420
2377689,1,debit_card,cash,1420
2377691,1,credit_card,cash,1420
2377692,1,credit_card,credit_card,1420
2377693,1,credit_card,credit_card,1420
2377694,1,debit_card,credit_card,1420
2377695,1,boleto,credit_card,1420
2377696,1,credit_card,cash,1420
2377697,1,boleto,cash,1420
2377698,1,credit_card,credit_card,1420
2377699,1,credit_card,cash,1420
2377700,1,debit_card,credit_card,1420
2444901,1,credit_card,credit_card,1420
2444902,1,credit_card,credit_card,1420
2444903,1,credit_card,credit_card,1420
2444904,1,credit_card,credit_card,1420
2444905,1,credit_card,credit_card,1420
2444906,1,credit_card,credit_card,1420
2444907,1,credit_card,credit_card,1420
2444908,1,credit_card,credit_card,1420
2444909,3,credit_card,coupons,1420
2444910,3,credit_card,coupons,1420
2444911,3,credit_card,coupons,1420
2444913,2,voucher,coupons,1420
2444914,2,credit_card,coupons,1420
2444915,2,boleto,coupons,740
2444916,4,credit_card,coupons,740
2444919,4,credit_card,coupons,740
2444920,4,boleto,coupons,740
2444921,1,boleto,cash,740
2444922,1,credit_card,credit_card,740
2444917,1,credit_card,credit_card,740
2444918,1,credit_card,credit_card,740
2444923,1,credit_card,credit_card,740
2444924,1,credit_card,credit_card,740
2444925,2,credit_card,coupons,740
2444926,3,credit_card,coupons,740
2444927,1,credit_card,credit_card,740
2444928,1,credit_card,credit_card,740
2444929,1,credit_card,credit_card,740
2444930,1,boleto,credit_card,740
2444931,1,credit_card,credit_card,740
2444932,1,credit_card,debit_card,740
2444933,1,credit_card,credit_card,740
2444934,1,credit_card,credit_card,740
2444935,1,credit_card,credit_card,740
2444936,1,credit_card,coupons,740
2444937,1,credit_card,cash,740
2444938,1,boleto,cash,740
2444939,1,credit_card,credit_card,740
2444940,1,debit_card,cash,740
2444941,1,credit_card,cash,740
2444942,1,credit_card,credit_card,740
2444943,1,credit_card,cash,740
2444944,1,credit_card,cash,600
2444945,1,credit_card,credit_card,600
2444946,1,credit_card,credit_card,600
2444947,1,credit_card,cash,600
2444948,1,boleto,credit_card,600
2444949,1,boleto,credit_card,600
2444950,1,credit_card,credit_card,600
2444951,1,credit_card,cash,600
2444952,1,credit_card,credit_card,600
2444953,1,boleto,credit_card,600
2444954,1,credit_card,credit_card,600
2444955,1,credit_card,credit_card,600
2444956,1,credit_card,credit_card,600
2444957,1,boleto,cash,600
2444958,1,credit_card,debit_card,600
2444959,1,credit_card,credit_card,600
2444960,1,boleto,credit_card,600
2444961,1,boleto,credit_card,600
2444962,1,boleto,credit_card,600
2444963,1,credit_card,credit_card,600
2444964,1,boleto,credit_card,600
2444965,1,voucher,credit_card,600
2444966,1,credit_card,cash,600
2437858,1,credit_card,credit_card,7200
2437859,1,credit_card,credit_card,7200
2437860,1,credit_card,credit_card,7200
2437861,1,debit_card,credit_card,7200
2437862,1,credit_card,credit_card,7200
2437863,2,credit_card,coupons,7200
2437864,1,credit_card,credit_card,7200
2437865,1,boleto,cash,7200
2437866,1,boleto,credit_card,7200
2437867,1,credit_card,cash,7200
2437868,1,credit_card,credit_card,7200
2437869,1,credit_card,credit_card,7200
2437870,1,debit_card,credit_card,7200
2437871,1,credit_card,credit_card,7200
2437872,1,credit_card,credit_card,7200
2437873,1,credit_card,credit_card,7200
2437874,1,credit_card,cash,7200
2437875,1,credit_card,coupons,7200
2437876,1,boleto,coupons,7200
2437877,1,credit_card,credit_card,7200
2437878,1,credit_card,credit_card,7200
2437879,1,boleto,credit_card,7200
2437880,2,credit_card,coupons,7200
2437881,1,boleto,credit_card,7200
2437882,1,credit_card,credit_card,7200
2437883,1,credit_card,credit_card,7200
2437884,1,voucher,credit_card,7200
2437885,1,credit_card,cash,7200
2437886,1,credit_card,credit_card,7200
2437887,1,credit_card,credit_card,7200
2437888,1,credit_card,credit_card,7200
2437889,1,credit_card,credit_card,7200
2437890,1,boleto,credit_card,7200
2437891,1,credit_card,credit_card,7200
2437892,1,credit_card,credit_card,7200
2437893,1,credit_card,credit_card,7200
2437894,1,credit_card,credit_card,7200
2437895,1,voucher,credit_card,7200
2437896,1,credit_card,credit_card,7200
2437897,1,credit_card,credit_card,7200
2437898,1,credit_card,credit_card,7200
2437899,1,credit_card,credit_card,7200
2437900,1,credit_card,credit_card,7200
2437901,1,boleto,credit_card,7200
2437902,1,credit_card,cash,7200
2437903,1,credit_card,credit_card,7200
2437904,1,credit_card,credit_card,7200
2437905,1,credit_card,credit_card,7200
2437906,1,credit_card,credit_card,7200
2437907,1,boleto,cash,7200
2437908,1,credit_card,credit_card,7200
2437909,1,credit_card,credit_card,7200
2437910,1,credit_card,cash,7200
2437911,1,credit_card,credit_card,7200
2437912,1,boleto,credit_card,7200
2437913,1,credit_card,credit_card,7200
2437914,1,credit_card,credit_card,7200
2437915,1,credit_card,credit_card,7200
2437916,1,credit_card,credit_card,7200
2437917,1,credit_card,credit_card,7200
2437918,1,boleto,credit_card,7200
2437919,1,credit_card,credit_card,7200
2437920,1,credit_card,coupons,7200
2437921,1,credit_card,credit_card,7200
2437922,1,boleto,cash,7200
2437923,1,credit_card,credit_card,7200
2437924,1,voucher,credit_card,7200
2437925,1,credit_card,credit_card,7200
2437926,1,boleto,cash,7200
2437927,1,boleto,credit_card,7200
2437928,1,credit_card,credit_card,7200
2437929,1,credit_card,credit_card,7200
2437930,1,boleto,credit_card,7200
2437931,1,credit_card,credit_card,7200
2437932,1,boleto,coupons,7200
2437933,1,boleto,credit_card,7200
2437934,1,credit_card,cash,7200
2437935,1,credit_card,credit_card,7200
2437936,1,credit_card,cash,7200
2437937,1,credit_card,credit_card,7200
2437938,1,credit_card,credit_card,7200
2437939,1,credit_card,credit_card,7200
2437940,1,credit_card,credit_card,7200
2437941,1,credit_card,credit_card,7200
2437942,1,credit_card,credit_card,7200
2437943,1,boleto,cash,7200
2437944,1,credit_card,credit_card,7200
2437945,1,voucher,credit_card,7200
2437946,1,voucher,credit_card,7200
2437947,1,credit_card,credit_card,7200
2437948,1,credit_card,cash,7200
2437949,1,credit_card,credit_card,7200
2437950,1,credit_card,cash,7200
2437951,1,debit_card,cash,7200
2437952,1,credit_card,credit_card,7200
2437953,1,boleto,credit_card,7200
2437954,1,credit_card,credit_card,7200
2437955,1,credit_card,credit_card,7200
2437956,1,credit_card,credit_card,7200
2437957,1,boleto,credit_card,7200
2437958,1,boleto,credit_card,7200
2437959,1,credit_card,credit_card,7200
2437960,2,credit_card,coupons,7200
2437961,1,credit_card,credit_card,7200
2437962,1,credit_card,credit_card,7200
2437963,1,credit_card,credit_card,7200
2437964,1,credit_card,credit_card,7200
2437965,1,debit_card,credit_card,7200
2437966,2,credit_card,coupons,7200
2437967,1,credit_card,credit_card,7200
2437968,1,credit_card,credit_card,7200
2437969,1,credit_card,credit_card,7200
2437970,1,boleto,cash,7200
2437971,1,boleto,credit_card,7200
2437972,1,credit_card,cash,7200
2437973,1,credit_card,credit_card,7200
2437974,1,voucher,cash,7200
2437975,1,credit_card,coupons,7200
2437976,1,credit_card,credit_card,7200
2448673,1,credit_card,credit_card,7200
2437977,1,credit_card,credit_card,4370
2437978,2,credit_card,coupons,4370
2437979,1,credit_card,credit_card,4370
2437980,1,credit_card,credit_card,4370
2437981,1,credit_card,credit_card,4370
2437982,1,credit_card,credit_card,4370
2437983,1,credit_card,cash,4370
2437984,1,debit_card,credit_card,4370
2437985,1,voucher,credit_card,4370
2437986,1,credit_card,credit_card,4370
2437987,1,credit_card,credit_card,4370
2437988,1,boleto,cash,4370
2437989,1,voucher,credit_card,4370
2437990,1,credit_card,credit_card,4370
2437991,1,credit_card,credit_card,4370
2437992,1,voucher,credit_card,4370
2437993,1,credit_card,credit_card,4370
2437994,1,credit_card,cash,4370
2437995,1,credit_card,credit_card,4370
2453301,1,voucher,cash,4370
2453302,1,credit_card,credit_card,4370
2453303,1,credit_card,credit_card,4370
2453304,1,credit_card,credit_card,4370
2453305,1,credit_card,credit_card,4370
2453306,1,credit_card,credit_card,4370
2453307,1,credit_card,credit_card,4370
2437996,1,credit_card,credit_card,4370
2437997,1,credit_card,credit_card,4370
2437998,1,credit_card,credit_card,4370
2437999,1,boleto,credit_card,4370
2438000,1,credit_card,cash,4370
2453308,1,boleto,credit_card,4370
2453309,1,credit_card,credit_card,4370
2453310,1,credit_card,credit_card,4370
2453311,1,boleto,credit_card,4370
2453312,1,credit_card,credit_card,4370
2453313,1,credit_card,credit_card,4370
2453314,1,credit_card,credit_card,4370
2453315,1,boleto,credit_card,4370
